Gene	hep_dn	pberghei_dn	povale_dn	PBANKA_transcript	PocGH01_transcript
HEP_00072000	0.1841	0.11408	0.11037	PBANKA_0613700.1	PocGH01_03019900.1
HEP_00341000	0.18393	0.18315	0.13585	PBANKA_1220700.1	PocGH01_01018100.1
HEP_00299900	0.18391	0.19421	0.15693	PBANKA_1360400.1	PocGH01_00239100.1
HEP_00013300	0.18386	0.19759	0.08615	PBANKA_1335800.1	PocGH01_12042200.1
HEP_00008700	0.18384	0.11961	0.10247	PBANKA_1134600.1	PocGH01_11022200.1
HEP_00225600	0.18384	0.12984	0.10177	PBANKA_0305600.1	PocGH01_04021500.1
HEP_00185600	0.18373	0.10799	0.12999	PBANKA_1208300.1	PocGH01_08018200.1
HEP_00398600	0.18373	0.1239	0.11882	PBANKA_0818000.1	PocGH01_07024400.1
HEP_00428100	0.18359	0.14578	0.13531	PBANKA_0202500.1	PocGH01_02011100.1
HEP_00004800	0.18355	0.16808	0.13643	PBANKA_0106100.1	PocGH01_11049200.1
HEP_00323600	0.1835	0.16424	0.20425	PBANKA_1463900.1	PocGH01_14075500.1
HEP_00175400	0.18343	0.13691	0.12096	PBANKA_0505500.1	PocGH01_06014400.1
HEP_00293600	0.18327	0.19213	0.27319	PBANKA_1117300.1	PocGH01_11039200.1
HEP_00179400	0.18326	0.09469	0.1003	PBANKA_1127700.1	PocGH01_11028200.1
HEP_00084100	0.18323	0.14801	0.21253	PBANKA_1423800.1	PocGH01_14033800.1
HEP_00096400	0.18317	0.14835	0.18189	PBANKA_1118900.1	PocGH01_11037600.1
HEP_00307800	0.18314	0.07977	0.10291	PBANKA_1112700.1	PocGH01_10028500.1
HEP_00375800	0.18303	0.17336	0.13296	PBANKA_1452800.1	PocGH01_14063900.1
HEP_00364200	0.18297	0.13577	0.12021	PBANKA_1026000.1	PocGH01_13043100.1
HEP_00160200	0.18293	0.17821	0.07031	PBANKA_0212800.1	PocGH01_02021600.1
HEP_00083500	0.18288	0.28897	0.18548	PBANKA_1022100.1	PocGH01_13038700.1
HEP_00239000	0.18278	0.11125	0.11578	PBANKA_1020200.1	PocGH01_13036700.1
HEP_00091000	0.18268	0.17913	0.18732	PBANKA_0824500.1	PocGH01_07031000.1
HEP_00443100	0.18268	0.13567	0.08723	PBANKA_0719900.1	PocGH01_05029000.1
HEP_00326600	0.18265	0.08217	0.09611	PBANKA_1462300.1	PocGH01_14073900.1
HEP_00228500	0.1826	0.20559	0.15896	PBANKA_1426000.1	PocGH01_14036100.1
HEP_00182700	0.18248	0.10486	0.02674	PBANKA_1362500.1	PocGH01_12013500.1
HEP_00131300	0.18241	0.1788	0.11998	PBANKA_1120800.1	PocGH01_11035400.1
HEP_00134400	0.18237	0.37123	0.31128	PBANKA_1431300.1	PocGH01_14041700.1
HEP_00348900	0.18236	0.38557	0.11837	PBANKA_1364100.1	PocGH01_12011900.1
HEP_00089200	0.18228	0.13586	0.07917	PBANKA_1139800.1	PocGH01_11016800.1
HEP_00056000	0.18222	0.25757	0.20895	PBANKA_1229400.1	PocGH01_11042200.1
HEP_00013700	0.18214	0.07972	0.06229	PBANKA_1335700.1	PocGH01_12042300.1
HEP_00244600	0.18196	0.13336	0.11054	PBANKA_1351900.1	PocGH01_12024800.1
HEP_00267200	0.18196	0.10819	0.12389	PBANKA_1221100.1	PocGH01_01018500.1
HEP_00425200	0.18191	0.11235	0.10936	PBANKA_0938100.1	PocGH01_09015600.1
HEP_00414200	0.18166	0.27499	0.23281	PBANKA_1005800.1	PocGH01_03015600.1
HEP_00084500	0.18145	0.12427	0.11123	PBANKA_0504500.1	PocGH01_06013400.1
HEP_00127600	0.18141	0.0133	0.02011	PBANKA_0902100.1	PocGH01_09053000.1
HEP_00035500	0.18137	0.12803	0.11227	PBANKA_1108300.1	PocGH01_10032800.1
HEP_00151700	0.18136	0.1554	0.11808	PBANKA_0935700.1	PocGH01_09018200.1
HEP_00346700	0.18134	0.15059	0.07634	PBANKA_0604700.1	PocGH01_13015900.1
HEP_00029800	0.18125	0.08527	0.03391	PBANKA_1202000.1	PocGH01_08011600.1
HEP_00056500	0.18123	0.14193	0.07376	PBANKA_0931300.1	PocGH01_09022900.1
HEP_00525500	0.18123	0.11871	0.0326	PBANKA_1423500.1	PocGH01_14033500.1
HEP_00477900	0.18122	0.13249	0.11049	PBANKA_0401100.1	PocGH01_08045400.1
HEP_00487600	0.18121	0.1507	0.15856	PBANKA_1235700.1	PocGH01_10020600.1
HEP_00534450	0.18116	0.20505	0.0562	PBANKA_1311400.1	PocGH01_12067200.1
HEP_00370500	0.18106	0.07532	0.06844	PBANKA_1424300.1	PocGH01_14034200.1
HEP_00420800	0.18104	0.11987	0.04606	PBANKA_0311900.1	PocGH01_04015000.1
HEP_00061200	0.18101	0.06982	0.09281	PBANKA_0914300.1	PocGH01_09040500.1
HEP_00239500	0.18099	0.1141	0.04865	PBANKA_1459500.1	PocGH01_14071000.1
HEP_00360500	0.18098	0.14723	0.13464	PBANKA_0803200.1	PocGH01_01013300.1
HEP_00098800	0.18095	0.12071	0.07775	PBANKA_0102600.1	PocGH01_11052800.1
HEP_00008900	0.18083	0.12419	0.07833	PBANKA_1134400.1	PocGH01_11022400.1
HEP_00299000	0.18077	0.14377	0.14168	PBANKA_0615300.1	PocGH01_03021500.1
HEP_00352600	0.18077	0.292	0.21904	PBANKA_0814600.1	PocGH01_07021000.1
HEP_00284600	0.18066	0.16095	0.11195	PBANKA_1332100.1	PocGH01_12045900.1
HEP_00439400	0.18061	0.10066	0.06153	PBANKA_0721300.1	PocGH01_05030400.1
HEP_00239100	0.18059	0.30139	0.12096	PBANKA_1020300.1	PocGH01_13036800.1
HEP_00410700	0.18053	0.12159	0.1462	PBANKA_0618800.1	PocGH01_03025100.1
HEP_00422900	0.18051	0.10095	0.12256	PBANKA_1339400.1	PocGH01_12038400.1
HEP_00305400	0.18046	0.10271	0.1019	PBANKA_0406100.1	PocGH01_08040500.1
HEP_00064500	0.18044	0.09974	0.1045	PBANKA_1441500.1	PocGH01_14052400.1
HEP_00388100	0.1804	0.13535	0.13004	PBANKA_1427300.1	PocGH01_14037400.1
HEP_00189800	0.18038	0.21558	0.1388	PBANKA_1426300.1	PocGH01_14036400.1
HEP_00406500	0.18033	0.15516	0.08684	PBANKA_0713100.1	PocGH01_05023200.1
HEP_00408300	0.18033	0.27114	0.23535	PBANKA_0912200.1	PocGH01_09042900.1
HEP_00176600	0.18025	0.14581	0.07253	PBANKA_1331600.1	PocGH01_12046500.1
HEP_00398500	0.18022	0.11606	0.08647	PBANKA_1231500.1	PocGH01_10024900.1
HEP_00022000	0.18017	0.11481	0.09579	PBANKA_1308900.1	PocGH01_12069700.1
HEP_00008300	0.18013	0.18452	0.14267	PBANKA_0503400.1	PocGH01_06012300.1
HEP_00112700	0.18013	0.18143	0.10432	PBANKA_1319100.1	PocGH01_12059400.1
HEP_00355600	0.18013	0.18822	0.13308	PBANKA_1115200.1	PocGH01_10025900.1
HEP_00182300	0.17986	0.11919	0.12051	PBANKA_0617000.1	PocGH01_03023300.1
HEP_00138100	0.17978	0.14691	0.12565	PBANKA_1035700.1	PocGH01_13053100.1
HEP_00326100	0.17975	0.13743	0.18731	PBANKA_1012500.1	PocGH01_13027900.1
HEP_00306800	0.17966	0.16362	0.15821	PBANKA_1333000.1	PocGH01_12045000.1
HEP_00035300	0.17963	0.07143	0.12462	PBANKA_1108000.1	PocGH01_10033100.1
HEP_00355800	0.17952	0.08503	0.05762	PBANKA_1143000.1	PocGH01_11013500.1
HEP_00071600	0.17945	0.16965	0.18023	PBANKA_0613500.1	PocGH01_03019700.1
HEP_00124800	0.17941	0.19894	0.14221	PBANKA_1316500.1	PocGH01_12062100.1
HEP_00243300	0.17941	0.13544	0.15338	PBANKA_0707000.1	PocGH01_05017200.1
HEP_00471400	0.17936	0.08651	0.08311	PBANKA_1420500.1	PocGH01_14030200.1
HEP_00312700	0.17934	0.18246	0.19899	PBANKA_0515800.1	PocGH01_06025100.1
HEP_00100400	0.17925	0.18002	0.18457	PBANKA_1444500.1	PocGH01_14055500.1
HEP_00277500	0.17925	0.09579	0.11449	PBANKA_1343900.1	PocGH01_12033600.1
HEP_00403400	0.17913	0.0807	0.05602	PBANKA_1463100.1	PocGH01_14074700.1
HEP_00395600	0.17911	0.1571	0.15685	PBANKA_0209500.1	PocGH01_02018300.1
HEP_00468900	0.17904	0.25455	0.29101	PBANKA_1363800.1	PocGH01_12012200.1
HEP_00343300	0.17899	0.13509	0.14488	PBANKA_1216400.1	PocGH01_08026400.1
HEP_00257600	0.17876	0.13133	0.13252	PBANKA_1320200.1	PocGH01_12058300.1
HEP_00262200	0.17829	0.24757	0.21188	PBANKA_1125800.1	PocGH01_11030300.1
HEP_00068400	0.17822	0.17901	0.1592	PBANKA_1215300.1	PocGH01_08025300.1
HEP_00127800	0.17807	0.13782	0.13943	PBANKA_0902400.1	PocGH01_09052700.1
HEP_00220100	0.17796	0.0731	0.06609	PBANKA_0811100.1	PocGH01_07017400.1
HEP_00285200	0.17791	0.14359	0.19644	PBANKA_1109400.1	PocGH01_10031700.1
HEP_00494900	0.17791	0.07621	0.01244	PBANKA_1324300.1	PocGH01_12054200.1
HEP_00281900	0.17776	0.15406	0.15552	PBANKA_1109100.1	PocGH01_10032000.1
HEP_00196400	0.17764	0.13585	0.11203	PBANKA_0933600.1	PocGH01_09020300.1
HEP_00465800	0.17762	0.22793	0.17403	PBANKA_1448700.1	PocGH01_14059700.1
HEP_00285100	0.17757	0.17067	0.14328	PBANKA_1336600.1	PocGH01_12041400.1
HEP_00151600	0.17752	0.13204	0.08507	PBANKA_0935600.1	PocGH01_09018300.1
HEP_00389100	0.17739	0.12885	0.05916	PBANKA_0506300.1	PocGH01_06015200.1
HEP_00181200	0.17731	0.11562	0.07334	PBANKA_0611900.1	PocGH01_13023400.1
HEP_00004900	0.17727	0.1568	0.14236	PBANKA_0106200.1	PocGH01_11049100.1
HEP_00449000	0.17719	0.17536	0.1588	PBANKA_0621800.1	PocGH01_03027800.1
HEP_00226100	0.17715	0.12976	0.13341	PBANKA_0801900.1	PocGH01_01012000.1
HEP_00362300	0.17713	0.12085	0.17272	PBANKA_1306100.1	PocGH01_12072600.1
HEP_00219100	0.17707	0.17318	0.2086	PBANKA_1013500.1	PocGH01_13028900.1
HEP_00078800	0.17703	0.1017	0.12597	PBANKA_0807300.1	PocGH01_08030600.1
HEP_00461200	0.17701	0.11309	0.10628	PBANKA_1454700.1	PocGH01_14065900.1
HEP_00260100	0.17698	0.15453	0.13646	PBANKA_1457400.1	PocGH01_14068800.1
HEP_00006700	0.17687	0.14661	0.1245	PBANKA_0601000.1	PocGH01_13012200.1
HEP_00160000	0.17685	0.09438	0.1451	PBANKA_0213000.1	PocGH01_02021800.1
HEP_00048900	0.17627	0.08755	0.06729	PBANKA_1034500.1	PocGH01_13051900.1
HEP_00045800	0.17626	0.15068	0.22117	PBANKA_1319600.1	PocGH01_12058900.1
HEP_00301500	0.17624	0.09818	0.10736	PBANKA_1139200.1	PocGH01_11017400.1
HEP_00272300	0.17604	0.1573	0.12175	PBANKA_1228400.1	PocGH01_01026000.1
HEP_00298800	0.17603	0.16818	0.15169	PBANKA_1110000.1	PocGH01_10031100.1
HEP_00171000	0.17597	0.08658	0.03565	PBANKA_1420000.1	PocGH01_14029700.1
HEP_00175800	0.17583	0.12615	0.07381	PBANKA_1405200.1	PocGH01_14014800.1
HEP_00176800	0.17578	0.13102	0.10351	PBANKA_1331400.1	PocGH01_12046700.1
HEP_00248800	0.17571	0.14012	0.15704	PBANKA_0213600.1	PocGH01_02022400.1
HEP_00090600	0.17568	0.15245	0.11765	PBANKA_0824900.1	PocGH01_07031400.1
HEP_00320400	0.17564	0.12822	0.09238	PBANKA_0803300.1	PocGH01_01013400.1
HEP_00086800	0.1756	0.18272	0.08638	PBANKA_1421400.1	PocGH01_14031400.1
HEP_00439000	0.17559	0.14059	0.09631	PBANKA_0913000.1	PocGH01_09042100.1
HEP_00495600	0.17559	0.21466	0.22123	PBANKA_0211400.1	PocGH01_02020200.1
HEP_00347300	0.17555	0.15541	0.13928	PBANKA_0620600.1	PocGH01_03026600.1
HEP_00182600	0.17552	0.12284	0.09077	PBANKA_1362400.1	PocGH01_12013600.1
HEP_00268600	0.17551	0.13697	0.11568	PBANKA_1317700.1	PocGH01_12060900.1
HEP_00157600	0.1755	0.11312	0.11943	PBANKA_1362200.1	PocGH01_12013800.1
HEP_00050800	0.17548	0.12506	0.11198	PBANKA_1225700.1	PocGH01_01023300.1
HEP_00349400	0.17546	0.13258	0.12619	PBANKA_1241300.1	PocGH01_10015100.1
HEP_00383100	0.17538	0.12213	0.08368	PBANKA_0608000.1	PocGH01_13019500.1
HEP_00192900	0.1752	0.09548	0.13667	PBANKA_0809400.1	PocGH01_07015500.1
HEP_00354600	0.17515	0.1252	0.08539	PBANKA_1121200.1	PocGH01_11035000.1
HEP_00287000	0.17508	0.13157	0.11422	PBANKA_0702300.1	PocGH01_05012500.1
HEP_00068000	0.17507	0.08612	0.06919	PBANKA_1214200.1	PocGH01_08024200.1
HEP_00214600	0.17506	0.1806	0.13387	PBANKA_1430100.1	PocGH01_14040400.1
HEP_00095100	0.175	0.17598	0.052	PBANKA_0618600.1	PocGH01_03024900.1
HEP_00442400	0.17453	0.10331	0.10835	PBANKA_0508800.1	PocGH01_06017700.1
HEP_00020500	0.1745	0.07958	0.04683	PBANKA_0518700.1	PocGH01_06027900.1
HEP_00029700	0.17447	0.14518	0.17259	PBANKA_1202100.1	PocGH01_08011700.1
HEP_00399600	0.17439	0.18661	0.09613	PBANKA_1214800.1	PocGH01_08024800.1
HEP_00048700	0.17434	0.10998	0.04782	PBANKA_1035000.1	PocGH01_13052400.1
HEP_00239400	0.17417	0.08503	0.06831	PBANKA_0522400.1	PocGH01_05032300.1
HEP_00330600	0.17416	0.15094	0.09676	PBANKA_1417200.1	PocGH01_14026800.1
HEP_00414900	0.17413	0.13277	0.12351	PBANKA_0909300.1	PocGH01_09045900.1
HEP_00214950	0.17402	0.12843	0.11728	PBANKA_1430200.1	PocGH01_14040500.1
HEP_00368000	0.174	0.15735	0.1664	PBANKA_1113800.1	PocGH01_10027400.1
HEP_00319500	0.17395	0.17061	0.1631	PBANKA_1333300.1	PocGH01_12044700.1
HEP_00015700	0.17393	0.15204	0.119	PBANKA_0310300.1	PocGH01_04016700.1
HEP_00495700	0.17384	0.13462	0.15293	PBANKA_1108800.1	PocGH01_10032300.1
HEP_00200000	0.17372	0.14775	0.08062	PBANKA_0302900.1	PocGH01_04024600.1
HEP_00293100	0.17359	0.07709	0.09534	PBANKA_0920100.1	PocGH01_09034500.1
HEP_00213700	0.17351	0.14038	0.09491	PBANKA_1001900.1	PocGH01_03011600.1
HEP_00037300	0.17347	0.12759	0.1318	PBANKA_0403500.1	PocGH01_08043200.1
HEP_00224500	0.17346	0.18378	0.10666	PBANKA_1129300.1	PocGH01_11026800.1
HEP_00238500	0.17339	0.07138	0.03736	PBANKA_0214500.1	PocGH01_02023300.1
HEP_00292800	0.17337	0.10393	0.13621	PBANKA_1322500.1	PocGH01_12056000.1
HEP_00167100	0.17311	0.12406	0.03836	PBANKA_1144200.1	PocGH01_11012300.1
HEP_00262500	0.17308	0.22783	0.15314	PBANKA_1023600.1	PocGH01_13040200.1
HEP_00263900	0.17299	0.0707	0.07021	PBANKA_1361700.1	PocGH01_12014300.1
HEP_00232300	0.17298	0.10602	0.06848	PBANKA_1414100.1	PocGH01_14023700.1
HEP_00416200	0.17291	0.17707	0.21432	PBANKA_0502300.1	PocGH01_06011100.1
HEP_00376600	0.17279	0.20849	0.14401	PBANKA_1425300.1	PocGH01_14035300.1
HEP_00420500	0.17277	0.1223	0.09393	PBANKA_1344100.1	PocGH01_12033400.1
HEP_00177600	0.17274	0.14872	0.14692	PBANKA_0908100.1	PocGH01_09047100.1
HEP_00515800	0.17267	0.1149	0.21896	PBANKA_0404600.1	PocGH01_08042000.1
HEP_00328700	0.1725	0.17848	0.16166	PBANKA_1345100.1	PocGH01_12032800.1
HEP_00280300	0.17235	0.16353	0.11776	PBANKA_1460100.1	PocGH01_14071700.1
HEP_00331600	0.1723	0.11375	0.16603	PBANKA_1243700.1	PocGH01_10012500.1
HEP_00040000	0.17228	0.12171	0.09877	PBANKA_1447000.1	PocGH01_14058000.1
HEP_00419500	0.17209	0.12971	0.13326	PBANKA_1230800.1	PocGH01_11040900.1
HEP_00356100	0.17204	0.18223	0.14894	PBANKA_1031600.1	PocGH01_13048900.1
HEP_00521600	0.17203	0.21139	0.08227	PBANKA_1324100.1	PocGH01_12054400.1
HEP_00341500	0.1719	0.10363	0.12253	PBANKA_1433200.1	PocGH01_14043700.1
HEP_00204900	0.17183	0.0875	0.04311	PBANKA_0417800.1	PocGH01_07011000.1
HEP_00166300	0.17182	0.13631	0.07622	PBANKA_0300800.1	PocGH01_04027100.1
HEP_00265800	0.17177	0.1401	0.16188	PBANKA_1011800.1	PocGH01_13027200.1
HEP_00121100	0.17168	0.05073	0.04785	PBANKA_1116900.1	PocGH01_11039600.1
HEP_00403200	0.17166	0.13435	0.11194	PBANKA_1458800.1	PocGH01_14070200.1
HEP_00051800	0.17161	0.12678	0.08735	PBANKA_0910300.1	PocGH01_09044900.1
HEP_00122800	0.17155	0.08937	0.08419	PBANKA_1116200.1	PocGH01_11040200.1
HEP_00089700	0.17154	0.13531	0.08707	PBANKA_1408200.1	PocGH01_14017800.1
HEP_00070900	0.17131	0.12412	0.08284	PBANKA_0211000.1	PocGH01_02019800.1
HEP_00035600	0.17128	0.11062	0.09702	PBANKA_1108400.1	PocGH01_10032700.1
HEP_00084700	0.17106	0.13648	0.111	PBANKA_0504700.1	PocGH01_06013600.1
HEP_00424100	0.17106	0.1346	0.08791	PBANKA_1438900.1	PocGH01_14049700.1
HEP_00049100	0.17099	0.13257	0.14452	PBANKA_1339700.1	PocGH01_12038100.1
HEP_00214900	0.17097	0.14445	0.11421	PBANKA_1429700.1	PocGH01_14040000.1
HEP_00163700	0.17096	0.08025	0.04945	PBANKA_0414800.1	PocGH01_07014000.1
HEP_00355300	0.17092	0.32527	0.25242	PBANKA_1126000.1	PocGH01_11030000.1
HEP_00466600	0.17073	0.12199	0.16626	PBANKA_1348200.1	PocGH01_12029600.1
HEP_00289800	0.17071	0.11222	0.21623	PBANKA_0311200.1	PocGH01_04015700.1
HEP_00382100	0.17056	0.07386	0.07995	PBANKA_1024300.1	PocGH01_13040900.1
HEP_00057600	0.17039	0.18528	0.24656	PBANKA_1132000.1	PocGH01_11023900.1
HEP_00294400	0.17013	0.13824	0.08274	PBANKA_1402000.1	PocGH01_14011500.1
HEP_00270200	0.17007	0.1166	0.06264	PBANKA_1027600.1	PocGH01_13044700.1
HEP_00498300	0.16999	0.16696	0.18155	PBANKA_1230000.1	PocGH01_11041600.1
HEP_00059700	0.16993	0.20948	0.16013	PBANKA_1451300.1	PocGH01_14062300.1
HEP_00234400	0.16993	0.12003	0.09074	PBANKA_0401300.1	PocGH01_08045200.1
HEP_00325100	0.16991	0.13815	0.0801	PBANKA_0603300.1	PocGH01_13014400.1
HEP_00191200	0.16989	0.15426	0.09441	PBANKA_1137600.1	PocGH01_11019000.1
HEP_00080400	0.16963	0.11875	0.07962	PBANKA_1437200.1	PocGH01_14047800.1
HEP_00185000	0.16958	0.08824	0.151	PBANKA_0104200.1	PocGH01_11051200.1
HEP_00239300	0.16945	0.15234	0.09244	PBANKA_0522500.1	PocGH01_05032400.1
HEP_00490400	0.16941	0.08195	0.06139	PBANKA_0213300.1	PocGH01_02022100.1
HEP_00086000	0.16934	0.11914	0.13988	PBANKA_1122100.1	PocGH01_11034100.1
HEP_00491500	0.16931	0.21289	0.18943	PBANKA_1454800.1	PocGH01_14066000.1
HEP_00070700	0.16923	0.13223	0.09849	PBANKA_0211200.1	PocGH01_02020000.1
HEP_00302900	0.16914	0.23901	0.23397	PBANKA_0614200.1	PocGH01_03020400.1
HEP_00251500	0.16905	0.15062	0.10765	PBANKA_1319900.1	PocGH01_12058600.1
HEP_00435700	0.169	0.181	0.15454	PBANKA_0306500.1	PocGH01_04020600.1
HEP_00344100	0.16899	0.16501	0.15946	PBANKA_1125000.1	PocGH01_11031100.1
HEP_00346900	0.16896	0.12305	0.10264	PBANKA_1213200.1	PocGH01_08023200.1
HEP_00232800	0.16891	0.10141	0.05572	PBANKA_1418800.1	PocGH01_14028500.1
HEP_00377600	0.16884	0.12229	0.08982	PBANKA_1405300.1	PocGH01_14014900.1
HEP_00478100	0.16881	0.02851	0.0265	PBANKA_1303700.1	PocGH01_12075000.1
HEP_00104400	0.16875	0.13474	0.22664	PBANKA_0503100.1	PocGH01_06012000.1
HEP_00136500	0.16874	0.15789	0.14428	PBANKA_1240400.1	PocGH01_10016000.1
HEP_00122100	0.16866	0.09107	0.07109	PBANKA_0414400.1	PocGH01_08031900.1
HEP_00445700	0.16866	0.09348	0.09873	PBANKA_0503700.1	PocGH01_06012600.1
HEP_00269900	0.16864	0.16102	0.14343	PBANKA_1105000.1	PocGH01_10036100.1
HEP_00074400	0.16853	0.11494	0.09388	PBANKA_1429000.1	PocGH01_14039300.1
HEP_00359600	0.16845	0.08879	0.09935	PBANKA_1103800.1	PocGH01_10037300.1
HEP_00161500	0.16842	0.16471	0.13921	PBANKA_0211600.1	PocGH01_02020400.1
HEP_00389400	0.16841	0.14237	0.07258	PBANKA_1418300.1	PocGH01_14028000.1
HEP_00339000	0.16835	0.21093	0.1505	PBANKA_0940300.1	PocGH01_09013300.1
HEP_00059400	0.16826	0.13757	0.11043	PBANKA_1002800.1	PocGH01_03012600.1
HEP_00254100	0.16814	0.12903	0.12474	PBANKA_1440200.1	PocGH01_14051000.1
HEP_00434700	0.16811	0.12126	0.06172	PBANKA_1437600.1	PocGH01_14048400.1
HEP_00137100	0.16794	0.18742	0.16253	PBANKA_1022600.1	PocGH01_13039200.1
HEP_00319400	0.16786	0.0992	0.05936	PBANKA_1333400.1	PocGH01_12044600.1
HEP_00235900	0.16785	0.1226	0.09232	PBANKA_0832700.1	PocGH01_07039600.1
HEP_00275600	0.16766	0.09473	0.07825	PBANKA_1003300.1	PocGH01_03013100.1
HEP_00443900	0.16765	0.30518	0.21438	PBANKA_0413800.1	PocGH01_08032500.1
HEP_00365800	0.16746	0.1686	0.12564	PBANKA_0930500.1	PocGH01_09023700.1
HEP_00274500	0.16745	0.10894	0.07829	PBANKA_1311000.1	PocGH01_12067600.1
HEP_00153500	0.16744	0.12401	0.14756	PBANKA_1364800.1	PocGH01_12011100.1
HEP_00000400	0.1674	0.18289	0.09199	PBANKA_0520800.1	PocGH01_06030100.1
HEP_00260200	0.1673	0.12906	0.13011	PBANKA_1457500.1	PocGH01_14068900.1
HEP_00471900	0.16725	0.13848	0.12515	PBANKA_1436800.1	PocGH01_14047300.1
HEP_00474600	0.16725	0.09401	0.08529	PBANKA_0510400.1	PocGH01_06019300.1
HEP_00284800	0.16716	0.16098	0.10311	PBANKA_1336900.1	PocGH01_12041100.1
HEP_00223800	0.16707	0.11052	0.09227	PBANKA_0803000.1	PocGH01_01013100.1
HEP_00083700	0.16703	0.09646	0.1545	PBANKA_1423200.1	PocGH01_14033200.1
HEP_00039700	0.16702	0.18078	0.19468	PBANKA_1446700.1	PocGH01_14057700.1
HEP_00145300	0.16698	0.12491	0.04373	PBANKA_1312300.1	PocGH01_12066300.1
HEP_00125100	0.16685	0.10297	0.0803	PBANKA_1412300.1	PocGH01_14022000.1
HEP_00208700	0.16682	0.1413	0.12005	PBANKA_1243800.1	PocGH01_10012400.1
HEP_00071400	0.16671	0.11021	0.10012	PBANKA_0613200.1	PocGH01_03019400.1
HEP_00500300	0.16667	0.15698	0.11258	PBANKA_1332400.1	PocGH01_12045600.1
HEP_00138600	0.16661	0.20024	0.12065	PBANKA_1219600.1	PocGH01_01017000.1
HEP_00326700	0.16658	0.1719	0.13939	PBANKA_1462400.1	PocGH01_14074000.1
HEP_00383500	0.16654	0.11287	0.15897	PBANKA_1315800.1	PocGH01_12062800.1
HEP_00496000	0.16648	0.14563	0.20451	PBANKA_1303100.1	PocGH01_12075600.1
HEP_00171600	0.16645	0.16979	0.1152	PBANKA_0906300.1	PocGH01_09048900.1
HEP_00453000	0.16645	0.07602	0.05403	PBANKA_0716600.1	PocGH01_05026700.1
HEP_00095000	0.1664	0.20563	0.12421	PBANKA_0618300.1	PocGH01_03024600.1
HEP_00116600	0.16635	0.13396	0.06696	PBANKA_1040100.1	PocGH01_13057800.1
HEP_00111100	0.16628	0.13687	0.1505	PBANKA_1334500.1	PocGH01_12043500.1
HEP_00243200	0.16616	0.12933	0.07975	PBANKA_0706900.1	PocGH01_05017100.1
HEP_00018000	0.16608	0.15484	0.04672	PBANKA_1452300.1	PocGH01_14063300.1
HEP_00390700	0.16603	0.2034	0.14152	PBANKA_1206500.1	PocGH01_08016200.1
HEP_00259800	0.16593	0.10997	0.13529	PBANKA_0812800.1	PocGH01_07019200.1
HEP_00403800	0.16583	0.07774	0.1079	PBANKA_0830900.1	PocGH01_07037700.1
HEP_00300000	0.16573	0.13409	0.07733	PBANKA_1363700.1	PocGH01_12012300.1
HEP_00186500	0.1657	0.15987	0.18779	PBANKA_0834300.1	PocGH01_07041200.1
HEP_00141600	0.16569	0.17455	0.13757	PBANKA_1127100.1	PocGH01_11028900.1
HEP_00091500	0.16566	0.09327	0.13486	PBANKA_1357000.1	PocGH01_12019100.1
HEP_00016700	0.16553	0.10084	0.06264	PBANKA_0416400.1	PocGH01_07012400.1
HEP_00098500	0.16543	0.17599	0.16207	PBANKA_0214200.1	PocGH01_02023000.1
HEP_00291100	0.16539	0.09178	0.15649	PBANKA_1338200.1	PocGH01_12039600.1
HEP_00365300	0.1651	0.11143	0.10397	PBANKA_1008100.1	PocGH01_03018100.1
HEP_00074800	0.16508	0.16298	0.12388	PBANKA_1314000.1	PocGH01_12064600.1
HEP_00086600	0.16507	0.14647	0.12301	PBANKA_1421700.1	PocGH01_14031700.1
HEP_00166000	0.16488	0.12603	0.13466	PBANKA_1457000.1	PocGH01_14068400.1
HEP_00446300	0.16488	0.10571	0.10346	PBANKA_1436700.1	PocGH01_14047200.1
HEP_00336500	0.16483	0.13808	0.17365	PBANKA_1443700.1	PocGH01_14054600.1
HEP_00182900	0.16481	0.19182	0.18907	PBANKA_1362700.1	PocGH01_12013300.1
HEP_00272100	0.16474	0.08533	0.08992	PBANKA_0913800.1	PocGH01_09041100.1
HEP_00107600	0.16473	0.13176	0.04047	PBANKA_0813500.1	PocGH01_07019900.1
HEP_00295200	0.16471	0.05443	0.04959	PBANKA_0905200.1	PocGH01_09049900.1
HEP_00443000	0.16461	0.12272	0.11211	PBANKA_1032800.1	PocGH01_13050100.1
HEP_00341700	0.16453	0.14167	0.07011	PBANKA_1141600.1	PocGH01_11014800.1
HEP_00004200	0.16446	0.09235	0.16251	PBANKA_0105500.1	PocGH01_11049800.1
HEP_00120600	0.16446	0.12301	0.09954	PBANKA_1236400.1	PocGH01_10019900.1
HEP_00216400	0.16442	0.09996	0.1011	PBANKA_1218300.1	PocGH01_08028300.1
HEP_00225200	0.16424	0.11739	0.05702	PBANKA_1446000.1	PocGH01_14057000.1
HEP_00494700	0.16406	0.18084	0.19474	PBANKA_0403700.1	PocGH01_08043000.1
HEP_00451000	0.16399	0.05899	0.03213	PBANKA_1355500.1	PocGH01_12020700.1
HEP_00179000	0.16397	0.0841	0.07927	PBANKA_0932100.1	PocGH01_09022100.1
HEP_00077800	0.16391	0.09153	0.04667	PBANKA_1110700.1	PocGH01_10030400.1
HEP_00290500	0.16382	0.10738	0.14172	PBANKA_0301500.1	PocGH01_04026100.1
